TIME_UNITS: SECONDS
SERIE_INITIAL_DATA: 2017 10 30 00 00 00
NAME : Mare esquematica 
24840 -0.089100652 0 1.092019001
24960 -0.08829476 0 1.061056874
25080 -0.08746197 0 1.03038076
25200 -0.08660254 0 1
25320 -0.08571673 0 0.96992385
25440 -0.08480481 0 0.940161472
25560 -0.083867056 0 0.91072193
25680 -0.082903758 0 0.881614193
25800 -0.081915204 0 0.852847127
25920 -0.0809017 0 0.824429495
26040 -0.079863552 0 0.796369954
26160 -0.078801076 0 0.768677049
26280 -0.077714596 0 0.741359218
26400 -0.076604444 0 0.714424781
26520 -0.075470958 0 0.687881942
26640 -0.074314482 0 0.661738787
26760 -0.07313537 0 0.63600328
26880 -0.07193398 0 0.610683259
27000 -0.070710678 0 0.585786438
27120 -0.069465838 0 0.561320399
27240 -0.068199836 0 0.537292597
27360 -0.06691306 0 0.513710349
27480 -0.065605902 0 0.49058084
27600 -0.06427876 0 0.467911114
27720 -0.06293204 0 0.445708077
27840 -0.061566148 0 0.423978493
27960 -0.060181502 0 0.40272898
28080 -0.058778526 0 0.381966011
28200 -0.057357644 0 0.361695911
28320 -0.05591929 0 0.341924855
28440 -0.054463904 0 0.322658864
28560 -0.052991926 0 0.303903808
28680 -0.051503808 0 0.285665399
28800 -0.05 0 0.267949192
28920 -0.048480962 0 0.250760586
29040 -0.046947156 0 0.234104814
29160 -0.04539905 0 0.217986952
29280 -0.043837114 0 0.202411907
29400 -0.042261826 0 0.187384426
29520 -0.040673664 0 0.172909085
29640 -0.039073112 0 0.158990293
29760 -0.03746066 0 0.145632291
29880 -0.035836794 0 0.132839147
30000 -0.034202014 0 0.120614758
30120 -0.032556816 0 0.108962849
30240 -0.0309017 0 0.097886967
30360 -0.02923717 0 0.087390488
30480 -0.027563736 0 0.077476608
30600 -0.025881904 0 0.068148347
30720 -0.02419219 0 0.059408547
30840 -0.022495106 0 0.05125987
30960 -0.02079117 0 0.043704799
31080 -0.0190809 0 0.036745633
31200 -0.017364818 0 0.030384494
31320 -0.015643446 0 0.024623319
31440 -0.01391731 0 0.019463863
31560 -0.012186934 0 0.014907697
31680 -0.010452846 0 0.010956209
31800 -0.008715574 0 0.007610604
31920 -0.006975648 0 0.004871899
32040 -0.005233596 0 0.00274093
32160 -0.00348995 0 0.001218346
32280 -0.00174524 0 0.00030461
32400 -2.4503E-17 0 0
32520 0.00174524 0 0.00030461
32640 0.00348995 0 0.001218346
32760 0.005233596 0 0.00274093
32880 0.006975648 0 0.004871899
33000 0.008715574 0 0.007610604
33120 0.010452846 0 0.010956209
33240 0.012186934 0 0.014907697
33360 0.01391731 0 0.019463863
33480 0.015643446 0 0.024623319
33600 0.017364818 0 0.030384494
33720 0.0190809 0 0.036745633
33840 0.02079117 0 0.043704799
33960 0.022495106 0 0.05125987
34080 0.02419219 0 0.059408547
34200 0.025881904 0 0.068148347
34320 0.027563736 0 0.077476608
34440 0.02923717 0 0.087390488
34560 0.0309017 0 0.097886967
34680 0.032556816 0 0.108962849
34800 0.034202014 0 0.120614758
34920 0.035836794 0 0.132839147
35040 0.03746066 0 0.145632291
35160 0.039073112 0 0.158990293
35280 0.040673664 0 0.172909085
35400 0.042261826 0 0.187384426
35520 0.043837114 0 0.202411907
35640 0.04539905 0 0.217986952
35760 0.046947156 0 0.234104814
35880 0.048480962 0 0.250760586
36000 0.05 0 0.267949192
36120 0.051503808 0 0.285665399
36240 0.052991926 0 0.303903808
36360 0.054463904 0 0.322658864
36480 0.05591929 0 0.341924855
36600 0.057357644 0 0.361695911
36720 0.058778526 0 0.381966011
36840 0.060181502 0 0.40272898
36960 0.061566148 0 0.423978493
37080 0.06293204 0 0.445708077
37200 0.06427876 0 0.467911114
37320 0.065605902 0 0.49058084
37440 0.06691306 0 0.513710349
37560 0.068199836 0 0.537292597
37680 0.069465838 0 0.561320399
37800 0.070710678 0 0.585786438
37920 0.07193398 0 0.610683259
38040 0.07313537 0 0.63600328
38160 0.074314482 0 0.661738787
38280 0.075470958 0 0.687881942
38400 0.076604444 0 0.714424781
38520 0.077714596 0 0.741359218
38640 0.078801076 0 0.768677049
38760 0.079863552 0 0.796369954
38880 0.0809017 0 0.824429495
39000 0.081915204 0 0.852847127
39120 0.082903758 0 0.881614193
39240 0.083867056 0 0.91072193
39360 0.08480481 0 0.940161472
39480 0.08571673 0 0.96992385
39600 0.08660254 0 1
39720 0.08746197 0 1.03038076
39840 0.08829476 0 1.061056874
39960 0.089100652 0 1.092019001
40080 0.089879404 0 1.123257706
40200 0.090630778 0 1.154763477
40320 0.091354546 0 1.186526714
40440 0.092050486 0 1.218537743
40560 0.092718386 0 1.250786813
40680 0.093358042 0 1.283264101
40800 0.093969262 0 1.315959713
40920 0.094551858 0 1.348863691
41040 0.095105652 0 1.381966011
41160 0.095630476 0 1.415256591
41280 0.09612617 0 1.448725288
41400 0.096592582 0 1.48236191
41520 0.097029572 0 1.516156209
41640 0.097437006 0 1.550097891
41760 0.09781476 0 1.584176618
41880 0.098162718 0 1.618382009
42000 0.098480776 0 1.652703645
42120 0.098768834 0 1.68713107
42240 0.099026806 0 1.721653798
42360 0.099254616 0 1.756261313
42480 0.09945219 0 1.790943073
42600 0.09961947 0 1.825688515
42720 0.099756406 0 1.860487053
42840 0.099862954 0 1.895328088
42960 0.099939082 0 1.930201007
43080 0.09998477 0 1.965095187
43200 0.1 0 2
43320 0.09998477 0 2.034904813
43440 0.099939082 0 2.069798993
43560 0.099862954 0 2.104671912
43680 0.099756406 0 2.139512947
43800 0.09961947 0 2.174311485
43920 0.09945219 0 2.209056927
44040 0.099254616 0 2.243738687
44160 0.099026806 0 2.278346202
44280 0.098768834 0 2.31286893
44400 0.098480776 0 2.347296355
44520 0.098162718 0 2.381617991
44640 0.09781476 0 2.415823382
44760 0.097437006 0 2.449902109
44880 0.097029572 0 2.483843791
45000 0.096592582 0 2.51763809
45120 0.09612617 0 2.551274712
45240 0.095630476 0 2.584743409
45360 0.095105652 0 2.618033989
45480 0.094551858 0 2.651136309
45600 0.093969262 0 2.684040287
45720 0.093358042 0 2.716735899
45840 0.092718386 0 2.749213187
45960 0.092050486 0 2.781462257
46080 0.091354546 0 2.813473286
46200 0.090630778 0 2.845236523
46320 0.089879404 0 2.876742294
46440 0.089100652 0 2.907980999
46560 0.08829476 0 2.938943126
46680 0.08746197 0 2.96961924
46800 0.08660254 0 3
46920 0.08571673 0 3.03007615
47040 0.08480481 0 3.059838528
47160 0.083867056 0 3.08927807
47280 0.082903758 0 3.118385807
47400 0.081915204 0 3.147152873
47520 0.0809017 0 3.175570505
47640 0.079863552 0 3.203630046
47760 0.078801076 0 3.231322951
47880 0.077714596 0 3.258640782
48000 0.076604444 0 3.285575219
48120 0.075470958 0 3.312118058
48240 0.074314482 0 3.338261213
48360 0.07313537 0 3.36399672
48480 0.07193398 0 3.389316741
48600 0.070710678 0 3.414213562
48720 0.069465838 0 3.438679601
48840 0.068199836 0 3.462707403
48960 0.06691306 0 3.486289651
49080 0.065605902 0 3.50941916
49200 0.06427876 0 3.532088886
49320 0.06293204 0 3.554291923
49440 0.061566148 0 3.576021507
49560 0.060181502 0 3.59727102
49680 0.058778526 0 3.618033989
49800 0.057357644 0 3.638304089
49920 0.05591929 0 3.658075145
50040 0.054463904 0 3.677341136
50160 0.052991926 0 3.696096192
50280 0.051503808 0 3.714334601
50400 0.05 0 3.732050808
50520 0.048480962 0 3.749239414
50640 0.046947156 0 3.765895186
50760 0.04539905 0 3.782013048
50880 0.043837114 0 3.797588093
51000 0.042261826 0 3.812615574
51120 0.040673664 0 3.827090915
51240 0.039073112 0 3.841009707
51360 0.03746066 0 3.854367709
51480 0.035836794 0 3.867160853
51600 0.034202014 0 3.879385242
51720 0.032556816 0 3.891037151
51840 0.0309017 0 3.902113033
51960 0.02923717 0 3.912609512
52080 0.027563736 0 3.922523392
52200 0.025881904 0 3.931851653
52320 0.02419219 0 3.940591453
52440 0.022495106 0 3.94874013
52560 0.02079117 0 3.956295201
52680 0.0190809 0 3.963254367
52800 0.017364818 0 3.969615506
52920 0.015643446 0 3.975376681
53040 0.01391731 0 3.980536137
53160 0.012186934 0 3.985092303
53280 0.010452846 0 3.989043791
53400 0.008715574 0 3.992389396
53520 0.006975648 0 3.995128101
53640 0.005233596 0 3.99725907
53760 0.00348995 0 3.998781654
53880 0.00174524 0 3.99969539
54000 3.67544E-17 0 4
54120 -0.00174524 0 3.99969539
54240 -0.00348995 0 3.998781654
54360 -0.005233596 0 3.99725907
54480 -0.006975648 0 3.995128101
54600 -0.008715574 0 3.992389396
54720 -0.010452846 0 3.989043791
54840 -0.012186934 0 3.985092303
54960 -0.01391731 0 3.980536137
55080 -0.015643446 0 3.975376681
55200 -0.017364818 0 3.969615506
55320 -0.0190809 0 3.963254367
55440 -0.02079117 0 3.956295201
55560 -0.022495106 0 3.94874013
55680 -0.02419219 0 3.940591453
55800 -0.025881904 0 3.931851653
55920 -0.027563736 0 3.922523392
56040 -0.02923717 0 3.912609512
56160 -0.0309017 0 3.902113033
56280 -0.032556816 0 3.891037151
56400 -0.034202014 0 3.879385242
56520 -0.035836794 0 3.867160853
56640 -0.03746066 0 3.854367709
56760 -0.039073112 0 3.841009707
56880 -0.040673664 0 3.827090915
57000 -0.042261826 0 3.812615574
57120 -0.043837114 0 3.797588093
57240 -0.04539905 0 3.782013048
57360 -0.046947156 0 3.765895186
57480 -0.048480962 0 3.749239414
57600 -0.05 0 3.732050808
57720 -0.051503808 0 3.714334601
57840 -0.052991926 0 3.696096192
57960 -0.054463904 0 3.677341136
58080 -0.05591929 0 3.658075145
58200 -0.057357644 0 3.638304089
58320 -0.058778526 0 3.618033989
58440 -0.060181502 0 3.59727102
58560 -0.061566148 0 3.576021507
58680 -0.06293204 0 3.554291923
58800 -0.06427876 0 3.532088886
58920 -0.065605902 0 3.50941916
59040 -0.06691306 0 3.486289651
59160 -0.068199836 0 3.462707403
59280 -0.069465838 0 3.438679601
59400 -0.070710678 0 3.414213562
59520 -0.07193398 0 3.389316741
59640 -0.07313537 0 3.36399672
59760 -0.074314482 0 3.338261213
59880 -0.075470958 0 3.312118058
60000 -0.076604444 0 3.285575219
60120 -0.077714596 0 3.258640782
60240 -0.078801076 0 3.231322951
60360 -0.079863552 0 3.203630046
60480 -0.0809017 0 3.175570505
60600 -0.081915204 0 3.147152873
60720 -0.082903758 0 3.118385807
60840 -0.083867056 0 3.08927807
60960 -0.08480481 0 3.059838528
61080 -0.08571673 0 3.03007615
61200 -0.08660254 0 3
61320 -0.08746197 0 2.96961924
61440 -0.08829476 0 2.938943126
61560 -0.089100652 0 2.907980999
61680 -0.089879404 0 2.876742294
61800 -0.090630778 0 2.845236523
61920 -0.091354546 0 2.813473286
62040 -0.092050486 0 2.781462257
62160 -0.092718386 0 2.749213187
62280 -0.093358042 0 2.716735899
62400 -0.093969262 0 2.684040287
62520 -0.094551858 0 2.651136309
62640 -0.095105652 0 2.618033989
62760 -0.095630476 0 2.584743409
62880 -0.09612617 0 2.551274712
63000 -0.096592582 0 2.51763809
63120 -0.097029572 0 2.483843791
63240 -0.097437006 0 2.449902109
63360 -0.09781476 0 2.415823382
63480 -0.098162718 0 2.381617991
63600 -0.098480776 0 2.347296355
63720 -0.098768834 0 2.31286893
63840 -0.099026806 0 2.278346202
63960 -0.099254616 0 2.243738687
64080 -0.09945219 0 2.209056927
64200 -0.09961947 0 2.174311485
64320 -0.099756406 0 2.139512947
64440 -0.099862954 0 2.104671912
64560 -0.099939082 0 2.069798993
64680 -0.09998477 0 2.034904813
64800 -0.1 0 2
64920 -0.09998477 0 1.965095187
65040 -0.099939082 0 1.930201007
65160 -0.099862954 0 1.895328088
65280 -0.099756406 0 1.860487053
65400 -0.09961947 0 1.825688515
65520 -0.09945219 0 1.790943073
65640 -0.099254616 0 1.756261313
65760 -0.099026806 0 1.721653798
65880 -0.098768834 0 1.68713107
66000 -0.098480776 0 1.652703645
66120 -0.098162718 0 1.618382009
66240 -0.09781476 0 1.584176618
66360 -0.097437006 0 1.550097891
66480 -0.097029572 0 1.516156209
66600 -0.096592582 0 1.48236191
66720 -0.09612617 0 1.448725288
66840 -0.095630476 0 1.415256591
66960 -0.095105652 0 1.381966011
67080 -0.094551858 0 1.348863691
67200 -0.093969262 0 1.315959713
67320 -0.093358042 0 1.283264101
67440 -0.092718386 0 1.250786813
67560 -0.092050486 0 1.218537743
67680 -0.091354546 0 1.186526714
67800 -0.090630778 0 1.154763477
67920 -0.089879404 0 1.123257706
68040 -0.089100652 0 1.092019001
68160 -0.08829476 0 1.061056874
68280 -0.08746197 0 1.03038076
68400 -0.08660254 0 1
68520 -0.08571673 0 0.96992385
68640 -0.08480481 0 0.940161472
68760 -0.083867056 0 0.91072193
68880 -0.082903758 0 0.881614193
69000 -0.081915204 0 0.852847127
69120 -0.0809017 0 0.824429495
69240 -0.079863552 0 0.796369954
69360 -0.078801076 0 0.768677049
69480 -0.077714596 0 0.741359218
69600 -0.076604444 0 0.714424781
69720 -0.075470958 0 0.687881942
69840 -0.074314482 0 0.661738787
69960 -0.07313537 0 0.63600328
70080 -0.07193398 0 0.610683259
70200 -0.070710678 0 0.585786438
70320 -0.069465838 0 0.561320399
70440 -0.068199836 0 0.537292597
70560 -0.06691306 0 0.513710349
70680 -0.065605902 0 0.49058084
70800 -0.06427876 0 0.467911114
70920 -0.06293204 0 0.445708077
71040 -0.061566148 0 0.423978493
71160 -0.060181502 0 0.40272898
71280 -0.058778526 0 0.381966011
71400 -0.057357644 0 0.361695911
71520 -0.05591929 0 0.341924855
71640 -0.054463904 0 0.322658864
71760 -0.052991926 0 0.303903808
71880 -0.051503808 0 0.285665399
72000 -0.05 0 0.267949192
72120 -0.048480962 0 0.250760586
72240 -0.046947156 0 0.234104814
72360 -0.04539905 0 0.217986952
72480 -0.043837114 0 0.202411907
72600 -0.042261826 0 0.187384426
72720 -0.040673664 0 0.172909085
72840 -0.039073112 0 0.158990293
72960 -0.03746066 0 0.145632291
73080 -0.035836794 0 0.132839147
73200 -0.034202014 0 0.120614758
73320 -0.032556816 0 0.108962849
73440 -0.0309017 0 0.097886967
73560 -0.02923717 0 0.087390488
73680 -0.027563736 0 0.077476608
73800 -0.025881904 0 0.068148347
73920 -0.02419219 0 0.059408547
74040 -0.022495106 0 0.05125987
74160 -0.02079117 0 0.043704799
74280 -0.0190809 0 0.036745633
74400 -0.017364818 0 0.030384494
74520 -0.015643446 0 0.024623319
74640 -0.01391731 0 0.019463863
74760 -0.012186934 0 0.014907697
74880 -0.010452846 0 0.010956209
75000 -0.008715574 0 0.007610604
75120 -0.006975648 0 0.004871899
75240 -0.005233596 0 0.00274093
75360 -0.00348995 0 0.001218346
75480 -0.00174524 0 0.00030461
75600 -4.9006E-17 0 0
75720 0.00174524 0 0.00030461
75840 0.00348995 0 0.001218346
75960 0.005233596 0 0.00274093
76080 0.006975648 0 0.004871899
76200 0.008715574 0 0.007610604
76320 0.010452846 0 0.010956209
76440 0.012186934 0 0.014907697
76560 0.01391731 0 0.019463863
76680 0.015643446 0 0.024623319
76800 0.017364818 0 0.030384494
76920 0.0190809 0 0.036745633
77040 0.02079117 0 0.043704799
77160 0.022495106 0 0.05125987
77280 0.02419219 0 0.059408547
77400 0.025881904 0 0.068148347
77520 0.027563736 0 0.077476608
77640 0.02923717 0 0.087390488
77760 0.0309017 0 0.097886967
77880 0.032556816 0 0.108962849
78000 0.034202014 0 0.120614758
78120 0.035836794 0 0.132839147
78240 0.03746066 0 0.145632291
78360 0.039073112 0 0.158990293
78480 0.040673664 0 0.172909085
78600 0.042261826 0 0.187384426
78720 0.043837114 0 0.202411907
78840 0.04539905 0 0.217986952
78960 0.046947156 0 0.234104814
79080 0.048480962 0 0.250760586
79200 0.05 0 0.267949192
79320 0.051503808 0 0.285665399
79440 0.052991926 0 0.303903808
79560 0.054463904 0 0.322658864
79680 0.05591929 0 0.341924855
79800 0.057357644 0 0.361695911
79920 0.058778526 0 0.381966011
80040 0.060181502 0 0.40272898
80160 0.061566148 0 0.423978493
80280 0.06293204 0 0.445708077
80400 0.06427876 0 0.467911114
80520 0.065605902 0 0.49058084
80640 0.06691306 0 0.513710349
80760 0.068199836 0 0.537292597
80880 0.069465838 0 0.561320399
81000 0.070710678 0 0.585786438
81120 0.07193398 0 0.610683259
81240 0.07313537 0 0.63600328
81360 0.074314482 0 0.661738787
81480 0.075470958 0 0.687881942
81600 0.076604444 0 0.714424781
81720 0.077714596 0 0.741359218
81840 0.078801076 0 0.768677049
81960 0.079863552 0 0.796369954
82080 0.0809017 0 0.824429495
82200 0.081915204 0 0.852847127
82320 0.082903758 0 0.881614193
82440 0.083867056 0 0.91072193
82560 0.08480481 0 0.940161472
82680 0.08571673 0 0.96992385
82800 0.08660254 0 1
82920 0.08746197 0 1.03038076
83040 0.08829476 0 1.061056874
83160 0.089100652 0 1.092019001
83280 0.089879404 0 1.123257706
83400 0.090630778 0 1.154763477
83520 0.091354546 0 1.186526714
83640 0.092050486 0 1.218537743
83760 0.092718386 0 1.250786813
83880 0.093358042 0 1.283264101
84000 0.093969262 0 1.315959713
84120 0.094551858 0 1.348863691
84240 0.095105652 0 1.381966011
84360 0.095630476 0 1.415256591
84480 0.09612617 0 1.448725288
84600 0.096592582 0 1.48236191
84720 0.097029572 0 1.516156209
84840 0.097437006 0 1.550097891
84960 0.09781476 0 1.584176618
85080 0.098162718 0 1.618382009
85200 0.098480776 0 1.652703645
85320 0.098768834 0 1.68713107
85440 0.099026806 0 1.721653798
85560 0.099254616 0 1.756261313
85680 0.09945219 0 1.790943073
85800 0.09961947 0 1.825688515
85920 0.099756406 0 1.860487053
86040 0.099862954 0 1.895328088
86160 0.099939082 0 1.930201007
86280 0.09998477 0 1.965095187
86400 0.1 0 2
86520 0.09998477 0 2.034904813
86640 0.099939082 0 2.069798993
86760 0.099862954 0 2.104671912
86880 0.099756406 0 2.139512947
87000 0.09961947 0 2.174311485
87120 0.09945219 0 2.209056927
87240 0.099254616 0 2.243738687
87360 0.099026806 0 2.278346202
87480 0.098768834 0 2.31286893
87600 0.098480776 0 2.347296355
87720 0.098162718 0 2.381617991
87840 0.09781476 0 2.415823382
87960 0.097437006 0 2.449902109
88080 0.097029572 0 2.483843791
88200 0.096592582 0 2.51763809
88320 0.09612617 0 2.551274712
88440 0.095630476 0 2.584743409
88560 0.095105652 0 2.618033989
88680 0.094551858 0 2.651136309
88800 0.093969262 0 2.684040287
88920 0.093358042 0 2.716735899
89040 0.092718386 0 2.749213187
89160 0.092050486 0 2.781462257
89280 0.091354546 0 2.813473286
89400 0.090630778 0 2.845236523
89520 0.089879404 0 2.876742294
89640 0.089100652 0 2.907980999
89760 0.08829476 0 2.938943126
89880 0.08746197 0 2.96961924
90000 0.08660254 0 3
90120 0.08571673 0 3.03007615
90240 0.08480481 0 3.059838528
90360 0.083867056 0 3.08927807
90480 0.082903758 0 3.118385807
90600 0.081915204 0 3.147152873
90720 0.0809017 0 3.175570505
90840 0.079863552 0 3.203630046
90960 0.078801076 0 3.231322951
91080 0.077714596 0 3.258640782
91200 0.076604444 0 3.285575219
91320 0.075470958 0 3.312118058
91440 0.074314482 0 3.338261213
91560 0.07313537 0 3.36399672
91680 0.07193398 0 3.389316741
91800 0.070710678 0 3.414213562
91920 0.069465838 0 3.438679601
92040 0.068199836 0 3.462707403
92160 0.06691306 0 3.486289651
92280 0.065605902 0 3.50941916
92400 0.06427876 0 3.532088886
92520 0.06293204 0 3.554291923
92640 0.061566148 0 3.576021507
92760 0.060181502 0 3.59727102
92880 0.058778526 0 3.618033989
93000 0.057357644 0 3.638304089
93120 0.05591929 0 3.658075145
93240 0.054463904 0 3.677341136
93360 0.052991926 0 3.696096192
93480 0.051503808 0 3.714334601
93600 0.05 0 3.732050808
93720 0.048480962 0 3.749239414
93840 0.046947156 0 3.765895186
93960 0.04539905 0 3.782013048
94080 0.043837114 0 3.797588093
94200 0.042261826 0 3.812615574
94320 0.040673664 0 3.827090915
94440 0.039073112 0 3.841009707
94560 0.03746066 0 3.854367709
94680 0.035836794 0 3.867160853
94800 0.034202014 0 3.879385242
94920 0.032556816 0 3.891037151
95040 0.0309017 0 3.902113033
95160 0.02923717 0 3.912609512
95280 0.027563736 0 3.922523392
95400 0.025881904 0 3.931851653
95520 0.02419219 0 3.940591453
95640 0.022495106 0 3.94874013
